id,label,region,layer,oem_group,node_type,control_boundary,confidence,notes,source_name,source_url,source_date,evidence_note,evidence_status,provenance_id,provenance_parent,citation_required,last_validated_date,verification_level,verification_status
japan_subaru_corporation__cloudvendor__google_cloud,Google Cloud,japan,Cloud Infrastructure,Subaru Corporation,Cloud,external,soft,Cloud vendor; mix varies by program,Company website,https://cloud.google.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_93ab87b255,,1,,1.0,REFERENCED
japan_subaru_corporation__ins__tokio_marine,Tokio Marine,japan,External Insurance & Risk Ecosystem,Subaru Corporation,Insurance,external,soft,Insurance ecosystem node; partnerships vary by market,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_a9e79360fa,,1,,1.0,ASSUMED
japan_subaru_corporation__ins__sompo,Sompo,japan,External Insurance & Risk Ecosystem,Subaru Corporation,Insurance,external,soft,Insurance ecosystem node; partnerships vary by market,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_6c7870dd49,,1,,1.0,ASSUMED
japan_subaru_corporation__ins__ms_ad,MS&AD,japan,External Insurance & Risk Ecosystem,Subaru Corporation,Insurance,external,soft,Insurance ecosystem node; partnerships vary by market,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_7ba5399524,,1,,1.0,ASSUMED
japan_subaru_corporation__chg__e_mobility_power,e-Mobility Power,japan,Energy & Charging,Subaru Corporation,Charging,external,soft,Charging network integration varies,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_b79d6c576e,,1,,1.0,ASSUMED
japan_subaru_corporation__chg__tepco_energy,TEPCO (Energy),japan,Energy & Charging,Subaru Corporation,Charging,external,soft,Charging network integration varies,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_3d0bef5113,,1,,1.0,ASSUMED
japan_subaru_corporation__adas__mobileye,Mobileye,japan,Semiconductor & Compute,Subaru Corporation,ADAS,external,soft,ADAS / perception + mapping,Company website,https://www.mobileye.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_4475e7942c,,1,,1.0,REFERENCED
japan_subaru_corporation__adas__nvidia_drive,NVIDIA DRIVE,japan,Semiconductor & Compute,Subaru Corporation,ADAS,external,soft,ADAS compute + software platform,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_2e7caa36c1,,1,,1.0,ASSUMED
japan_subaru_corporation__adas__qualcomm_snapdragon_ride,Qualcomm Snapdragon Ride,japan,Semiconductor & Compute,Subaru Corporation,ADAS,external,soft,ADAS compute + software platform,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_4556ea641b,,1,,1.0,ASSUMED
japan_subaru_corporation__adas__bosch_adas,Bosch ADAS,japan,Tier-1 Hardware Suppliers,Subaru Corporation,ADAS,external,soft,ADAS system integration,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_e997ba2855,,1,,1.0,ASSUMED
japan_subaru_corporation__adas__continental_adas,Continental ADAS,japan,Tier-1 Hardware Suppliers,Subaru Corporation,ADAS,external,soft,ADAS system integration,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_095aedb72d,,1,,1.0,ASSUMED
japan_subaru_corporation__adas__aptiv_adas,Aptiv ADAS,japan,Tier-1 Hardware Suppliers,Subaru Corporation,ADAS,external,soft,ADAS system integration,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_71706d9ac2,,1,,1.0,ASSUMED
japan_subaru_corporation__map__here_technologies,HERE Technologies,japan,Product APIs,Subaru Corporation,Mapping,external,soft,HD maps + location,Company website,https://www.here.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_736dc517e2,,1,,1.0,REFERENCED
japan_subaru_corporation__map__tomtom,TomTom,japan,Product APIs,Subaru Corporation,Mapping,external,soft,Maps + traffic,Company website,https://www.tomtom.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_bc14930f1c,,1,,1.0,REFERENCED
japan_subaru_corporation__map__google_maps_platform,Google Maps Platform,japan,Product APIs,Subaru Corporation,Mapping,external,soft,Maps + routing,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_d50b480e66,,1,,1.0,ASSUMED
japan_subaru_corporation__dealer_vendor__toyota_systems_dealer_tech,Toyota Systems (Dealer Tech),japan,Dealer Systems,Subaru Corporation,DealerVendor,external,soft,Dealer tech/DMS vendor; dealer adoption varies,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_614fe14b0e,,1,,1.0,ASSUMED
japan_subaru_corporation__dealer_vendor__local_dms_vendor_jp,Local DMS Vendor (JP),japan,Dealer Systems,Subaru Corporation,DealerVendor,external,soft,Dealer tech/DMS vendor; dealer adoption varies,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_e778427bea,,1,,1.0,ASSUMED
japan_subaru_corporation__fleet__yusen_logistics_fleet,Yusen Logistics (Fleet),japan,Fleet & Enterprise Integrations,Subaru Corporation,Fleet,external,soft,Fleet/enterprise integration node; varies by customer segment,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_71098d10af,,1,,1.0,ASSUMED
japan_subaru_corporation__fleet__hitachi_fleet_platform,Hitachi Fleet Platform,japan,Fleet & Enterprise Integrations,Subaru Corporation,Fleet,external,soft,Fleet/enterprise integration node; varies by customer segment,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_32c34f3f62,,1,,1.0,ASSUMED
japan_mitsubishi_motors__holdco,Mitsubishi Motors,japan,Ownership & Brand Stack,Mitsubishi Motors,HOLDCO,oem,hard,OEM group parent,Company structure (general),,2026-03-02,Entity node,ASSUMED,n_5038d1be7c,,1,,1.0,ASSUMED
japan_mitsubishi_motors__os,Vehicle OS Platform (Mitsubishi Motors),japan,Vehicle OS & Middleware,Mitsubishi Motors,OS,oem,medium,OEM-controlled OS/middleware layer,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_86268687c0,,1,,1.0,ASSUMED
japan_mitsubishi_motors__ota,OTA Update Service (Mitsubishi Motors),japan,OTA & Software Update Infrastructure,Mitsubishi Motors,OTA,oem,medium,Update orchestration + policy,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_3782fd4b29,,1,,1.0,ASSUMED
japan_mitsubishi_motors__tcu,Telematics Gateway/TCU (Mitsubishi Motors),japan,Telematics & TCU,Mitsubishi Motors,Telematics,oem,medium,Vehicle telemetry gateway,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_cce9964825,,1,,1.0,ASSUMED
japan_mitsubishi_motors__carrier,Carrier/MVNO (Mitsubishi Motors),japan,Connectivity Providers,Mitsubishi Motors,Connectivity,external,soft,Carrier partnerships vary by market,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_a78f203a55,,1,,1.0,ASSUMED
japan_mitsubishi_motors__cloud,Cloud Hosting (Mitsubishi Motors),japan,Cloud Infrastructure,Mitsubishi Motors,Cloud,external,soft,Cloud mix varies by program,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_1f640fcb11,,1,,1.0,ASSUMED
japan_mitsubishi_motors__stream,Streaming Layer (Mitsubishi Motors),japan,Streaming & Data Lake,Mitsubishi Motors,DataPlatform,oem,medium,Ingestion + streaming layer,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_66a22b0422,,1,,1.0,ASSUMED
japan_mitsubishi_motors__lake,Lakehouse (Mitsubishi Motors),japan,Streaming & Data Lake,Mitsubishi Motors,DataPlatform,oem,medium,Long-term telemetry storage,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_483526d727,,1,,1.0,ASSUMED
japan_mitsubishi_motors__ai,AI/Analytics (Mitsubishi Motors),japan,AI / Analytics,Mitsubishi Motors,AI,oem,medium,ML analytics over vehicle + customer data,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_2b794effe9,,1,,1.0,ASSUMED
japan_mitsubishi_motors__api,Product APIs (Mitsubishi Motors),japan,Product APIs,Mitsubishi Motors,API,oem,medium,External + internal API surface,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_56b57ea3fd,,1,,1.0,ASSUMED
japan_mitsubishi_motors__gov,Governance Controls (APPI),japan,Data Governance & Sovereignty,Mitsubishi Motors,Governance,regulatory,hard,Consent/retention/access + localization rules,Japanese Law Translation (APPI),https://www.japaneselawtranslation.go.jp/en/laws/view/4241/en,2026-03-02,Act on the Protection of Personal Information (English).,VERIFIED,n_29049ae5f3,,0,2026-03-02,4.0,VERIFIED
japan_mitsubishi_motors__reg,Regulators (METI Cybersecurity Guidance),japan,Regulators,Mitsubishi Motors,Regulator,regulatory,hard,Cybersecurity + software update governance / reporting,Policy/Regulatory,,2026-03-02,Regulatory obligation; verify local implementation specifics,ASSUMED,n_203f503761,,1,,1.0,ASSUMED
japan_mitsubishi_motors__dms,Dealer Systems (JAPAN),japan,Dealer Systems,Mitsubishi Motors,DealerTech,external,soft,Dealer management layer; vendor varies by country,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_83600d8ae7,,1,,1.0,ASSUMED
japan_mitsubishi_motors__tier1__bosch,Bosch,japan,Tier-1 Hardware Suppliers,Mitsubishi Motors,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Company website,https://www.bosch.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_9facdb9e07,,1,,1.0,REFERENCED
japan_mitsubishi_motors__tier1__continental,Continental,japan,Tier-1 Hardware Suppliers,Mitsubishi Motors,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Company website,https://www.continental.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_72b77f86ea,,1,,1.0,REFERENCED
japan_mitsubishi_motors__tier1__zf,ZF,japan,Tier-1 Hardware Suppliers,Mitsubishi Motors,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Company website,https://www.zf.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_5de697d2ed,,1,,1.0,REFERENCED
japan_mitsubishi_motors__tier1__valeo,Valeo,japan,Tier-1 Hardware Suppliers,Mitsubishi Motors,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Company website,https://www.valeo.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_21dc715996,,1,,1.0,REFERENCED
japan_mitsubishi_motors__tier1__forvia,Forvia,japan,Tier-1 Hardware Suppliers,Mitsubishi Motors,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_d04378163e,,1,,1.0,ASSUMED
japan_mitsubishi_motors__tier1__aptiv,Aptiv,japan,Tier-1 Hardware Suppliers,Mitsubishi Motors,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Company website,https://www.aptiv.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_087f2037ca,,1,,1.0,REFERENCED
japan_mitsubishi_motors__tier1__magna_international,Magna International,japan,Tier-1 Hardware Suppliers,Mitsubishi Motors,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_b9cda1d109,,1,,1.0,ASSUMED
japan_mitsubishi_motors__tier1__lear_corporation,Lear Corporation,japan,Tier-1 Hardware Suppliers,Mitsubishi Motors,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_a177696ff7,,1,,1.0,ASSUMED
japan_mitsubishi_motors__tier1__denso,Denso,japan,Tier-1 Hardware Suppliers,Mitsubishi Motors,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_25a20cbefd,,1,,1.0,ASSUMED
japan_mitsubishi_motors__tier1__aisin,Aisin,japan,Tier-1 Hardware Suppliers,Mitsubishi Motors,Tier1,external,soft,Major Tier-1 supplier; specific programs vary,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_668fedc3b4,,1,,1.0,ASSUMED
japan_mitsubishi_motors__battery__catl,CATL,japan,Battery & Cell Suppliers,Mitsubishi Motors,Battery,external,soft,Battery/cell supplier; varies by platform and JV,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_704ebc74dd,,1,,1.0,ASSUMED
japan_mitsubishi_motors__battery__byd_battery,BYD Battery,japan,Battery & Cell Suppliers,Mitsubishi Motors,Battery,external,soft,Battery/cell supplier; varies by platform and JV,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_40e2e68b66,,1,,1.0,ASSUMED
japan_mitsubishi_motors__battery__lg_energy_solution,LG Energy Solution,japan,Battery & Cell Suppliers,Mitsubishi Motors,Battery,external,soft,Battery/cell supplier; varies by platform and JV,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_e66774f392,,1,,1.0,ASSUMED
japan_mitsubishi_motors__battery__sk_on,SK On,japan,Battery & Cell Suppliers,Mitsubishi Motors,Battery,external,soft,Battery/cell supplier; varies by platform and JV,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_e710986e35,,1,,1.0,ASSUMED
japan_mitsubishi_motors__battery__samsung_sdi,Samsung SDI,japan,Battery & Cell Suppliers,Mitsubishi Motors,Battery,external,soft,Battery/cell supplier; varies by platform and JV,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_5cb531e841,,1,,1.0,ASSUMED
japan_mitsubishi_motors__battery__panasonic_energy,Panasonic Energy,japan,Battery & Cell Suppliers,Mitsubishi Motors,Battery,external,soft,Battery/cell supplier; varies by platform and JV,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_54245fbf96,,1,,1.0,ASSUMED
japan_mitsubishi_motors__chip__nvidia,NVIDIA,japan,Semiconductor & Compute,Mitsubishi Motors,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.nvidia.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_42607a4d84,,1,,1.0,REFERENCED
japan_mitsubishi_motors__chip__qualcomm,Qualcomm,japan,Semiconductor & Compute,Mitsubishi Motors,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.qualcomm.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_a0482a94cd,,1,,1.0,REFERENCED
japan_mitsubishi_motors__chip__nxp,NXP,japan,Semiconductor & Compute,Mitsubishi Motors,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.nxp.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_0308d42c88,,1,,1.0,REFERENCED
japan_mitsubishi_motors__chip__renesas,Renesas,japan,Semiconductor & Compute,Mitsubishi Motors,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.renesas.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_ed790cdcec,,1,,1.0,REFERENCED
japan_mitsubishi_motors__chip__infineon,Infineon,japan,Semiconductor & Compute,Mitsubishi Motors,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.infineon.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_9e856147d2,,1,,1.0,REFERENCED
japan_mitsubishi_motors__chip__stmicroelectronics,STMicroelectronics,japan,Semiconductor & Compute,Mitsubishi Motors,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.st.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_e46724d36b,,1,,1.0,REFERENCED
japan_mitsubishi_motors__chip__texas_instruments,Texas Instruments,japan,Semiconductor & Compute,Mitsubishi Motors,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.ti.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_004a7cd4a7,,1,,1.0,REFERENCED
japan_mitsubishi_motors__chip__intel,Intel,japan,Semiconductor & Compute,Mitsubishi Motors,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_e7863ff14d,,1,,1.0,ASSUMED
japan_mitsubishi_motors__chip__mobileye,Mobileye,japan,Semiconductor & Compute,Mitsubishi Motors,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Company website,https://www.mobileye.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_97e973464e,,1,,1.0,REFERENCED
japan_mitsubishi_motors__chip__amd,AMD,japan,Semiconductor & Compute,Mitsubishi Motors,Semiconductor,external,soft,Compute/SoC/toolchain supplier; varies by platform,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_110019d5a3,,1,,1.0,ASSUMED
japan_mitsubishi_motors__telco__ntt_docomo,NTT Docomo,japan,Connectivity Providers,Mitsubishi Motors,Connectivity,external,soft,Connectivity partner; varies by market,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_12b04a5b3d,,1,,1.0,ASSUMED
japan_mitsubishi_motors__telco__kddi,KDDI,japan,Connectivity Providers,Mitsubishi Motors,Connectivity,external,soft,Connectivity partner; varies by market,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_0fdf9dba9c,,1,,1.0,ASSUMED
japan_mitsubishi_motors__telco__softbank,SoftBank,japan,Connectivity Providers,Mitsubishi Motors,Connectivity,external,soft,Connectivity partner; varies by market,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_d6bc888e9d,,1,,1.0,ASSUMED
japan_mitsubishi_motors__cloudvendor__aws,AWS,japan,Cloud Infrastructure,Mitsubishi Motors,Cloud,external,soft,Cloud vendor; mix varies by program,Company website,https://aws.amazon.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_0f7208a32c,,1,,1.0,REFERENCED
japan_mitsubishi_motors__cloudvendor__microsoft_azure,Microsoft Azure,japan,Cloud Infrastructure,Mitsubishi Motors,Cloud,external,soft,Cloud vendor; mix varies by program,Company website,https://azure.microsoft.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_d81e64281e,,1,,1.0,REFERENCED
japan_mitsubishi_motors__cloudvendor__google_cloud,Google Cloud,japan,Cloud Infrastructure,Mitsubishi Motors,Cloud,external,soft,Cloud vendor; mix varies by program,Company website,https://cloud.google.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_19c3abf9d8,,1,,1.0,REFERENCED
japan_mitsubishi_motors__ins__tokio_marine,Tokio Marine,japan,External Insurance & Risk Ecosystem,Mitsubishi Motors,Insurance,external,soft,Insurance ecosystem node; partnerships vary by market,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_a3cc762b8e,,1,,1.0,ASSUMED
japan_mitsubishi_motors__ins__sompo,Sompo,japan,External Insurance & Risk Ecosystem,Mitsubishi Motors,Insurance,external,soft,Insurance ecosystem node; partnerships vary by market,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_5973d258ae,,1,,1.0,ASSUMED
japan_mitsubishi_motors__ins__ms_ad,MS&AD,japan,External Insurance & Risk Ecosystem,Mitsubishi Motors,Insurance,external,soft,Insurance ecosystem node; partnerships vary by market,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_79218a916d,,1,,1.0,ASSUMED
japan_mitsubishi_motors__chg__e_mobility_power,e-Mobility Power,japan,Energy & Charging,Mitsubishi Motors,Charging,external,soft,Charging network integration varies,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_ad8b17cf70,,1,,1.0,ASSUMED
japan_mitsubishi_motors__chg__tepco_energy,TEPCO (Energy),japan,Energy & Charging,Mitsubishi Motors,Charging,external,soft,Charging network integration varies,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_7ee74a4432,,1,,1.0,ASSUMED
japan_mitsubishi_motors__adas__mobileye,Mobileye,japan,Semiconductor & Compute,Mitsubishi Motors,ADAS,external,soft,ADAS / perception + mapping,Company website,https://www.mobileye.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_d589f87dab,,1,,1.0,REFERENCED
japan_mitsubishi_motors__adas__nvidia_drive,NVIDIA DRIVE,japan,Semiconductor & Compute,Mitsubishi Motors,ADAS,external,soft,ADAS compute + software platform,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_ac695bbfd2,,1,,1.0,ASSUMED
japan_mitsubishi_motors__adas__qualcomm_snapdragon_ride,Qualcomm Snapdragon Ride,japan,Semiconductor & Compute,Mitsubishi Motors,ADAS,external,soft,ADAS compute + software platform,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_86f177c4a6,,1,,1.0,ASSUMED
japan_mitsubishi_motors__adas__bosch_adas,Bosch ADAS,japan,Tier-1 Hardware Suppliers,Mitsubishi Motors,ADAS,external,soft,ADAS system integration,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_b84caf7c77,,1,,1.0,ASSUMED
japan_mitsubishi_motors__adas__continental_adas,Continental ADAS,japan,Tier-1 Hardware Suppliers,Mitsubishi Motors,ADAS,external,soft,ADAS system integration,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_f495936f8d,,1,,1.0,ASSUMED
japan_mitsubishi_motors__adas__aptiv_adas,Aptiv ADAS,japan,Tier-1 Hardware Suppliers,Mitsubishi Motors,ADAS,external,soft,ADAS system integration,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_854c0f065c,,1,,1.0,ASSUMED
japan_mitsubishi_motors__map__here_technologies,HERE Technologies,japan,Product APIs,Mitsubishi Motors,Mapping,external,soft,HD maps + location,Company website,https://www.here.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_293db285e9,,1,,1.0,REFERENCED
japan_mitsubishi_motors__map__tomtom,TomTom,japan,Product APIs,Mitsubishi Motors,Mapping,external,soft,Maps + traffic,Company website,https://www.tomtom.com/,2026-03-02,Entity reference (official company site). Does not prove specific OEM partnership.,REFERENCED,n_bccc770751,,1,,1.0,REFERENCED
japan_mitsubishi_motors__map__google_maps_platform,Google Maps Platform,japan,Product APIs,Mitsubishi Motors,Mapping,external,soft,Maps + routing,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_4e4f2246e3,,1,,1.0,ASSUMED
japan_mitsubishi_motors__dealer_vendor__toyota_systems_dealer_tech,Toyota Systems (Dealer Tech),japan,Dealer Systems,Mitsubishi Motors,DealerVendor,external,soft,Dealer tech/DMS vendor; dealer adoption varies,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_539ca6e83a,,1,,1.0,ASSUMED
japan_mitsubishi_motors__dealer_vendor__local_dms_vendor_jp,Local DMS Vendor (JP),japan,Dealer Systems,Mitsubishi Motors,DealerVendor,external,soft,Dealer tech/DMS vendor; dealer adoption varies,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_5227fabdbb,,1,,1.0,ASSUMED
japan_mitsubishi_motors__fleet__yusen_logistics_fleet,Yusen Logistics (Fleet),japan,Fleet & Enterprise Integrations,Mitsubishi Motors,Fleet,external,soft,Fleet/enterprise integration node; varies by customer segment,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_f3eae99083,,1,,1.0,ASSUMED
japan_mitsubishi_motors__fleet__hitachi_fleet_platform,Hitachi Fleet Platform,japan,Fleet & Enterprise Integrations,Mitsubishi Motors,Fleet,external,soft,Fleet/enterprise integration node; varies by customer segment,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_7fe6bc0597,,1,,1.0,ASSUMED
india_tata_motors__holdco,Tata Motors,india,Ownership & Brand Stack,Tata Motors,HOLDCO,oem,hard,OEM group parent,Company structure (general),,2026-03-02,Entity node,ASSUMED,n_6bcedb85f1,,1,,1.0,ASSUMED
india_tata_motors__os,Vehicle OS Platform (Tata Motors),india,Vehicle OS & Middleware,Tata Motors,OS,oem,medium,OEM-controlled OS/middleware layer,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_9c0cbf999b,,1,,1.0,ASSUMED
india_tata_motors__ota,OTA Update Service (Tata Motors),india,OTA & Software Update Infrastructure,Tata Motors,OTA,oem,medium,Update orchestration + policy,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_fc6f5b758a,,1,,1.0,ASSUMED
india_tata_motors__tcu,Telematics Gateway/TCU (Tata Motors),india,Telematics & TCU,Tata Motors,Telematics,oem,medium,Vehicle telemetry gateway,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_2511548138,,1,,1.0,ASSUMED
india_tata_motors__carrier,Carrier/MVNO (Tata Motors),india,Connectivity Providers,Tata Motors,Connectivity,external,soft,Carrier partnerships vary by market,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_3dd1fcced6,,1,,1.0,ASSUMED
india_tata_motors__cloud,Cloud Hosting (Tata Motors),india,Cloud Infrastructure,Tata Motors,Cloud,external,soft,Cloud mix varies by program,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_6a0bed5dde,,1,,1.0,ASSUMED
india_tata_motors__stream,Streaming Layer (Tata Motors),india,Streaming & Data Lake,Tata Motors,DataPlatform,oem,medium,Ingestion + streaming layer,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_c6bef35de1,,1,,1.0,ASSUMED
india_tata_motors__lake,Lakehouse (Tata Motors),india,Streaming & Data Lake,Tata Motors,DataPlatform,oem,medium,Long-term telemetry storage,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_01ae038702,,1,,1.0,ASSUMED
india_tata_motors__ai,AI/Analytics (Tata Motors),india,AI / Analytics,Tata Motors,AI,oem,medium,ML analytics over vehicle + customer data,Modelled (industry pattern),,2026-03-02,Illustrative relationship; validate per OEM/program,ASSUMED,n_887d8bf309,,1,,1.0,ASSUMED
